,roomid,dust,temperature,humidity,co2
1686,3C,56.2,27.79,64.32,616.69
1687,3C,56.2,27.89,66.02,616.69
1688,3C,56.2,27.81,64.84,616.69
1689,3C,56.2,28.34,65.94,616.69
1690,3C,56.2,28.4,64.18,616.69
1691,3C,56.2,27.76,64.4,616.69
1692,3C,56.2,27.74,66.0,616.69
1693,3C,56.2,27.65,64.85,616.69
1694,3C,56.2,28.39,66.31,616.69
1695,3C,56.2,28.38,64.63,616.69
1696,3C,56.2,28.08,64.32,616.69
1697,3C,56.2,28.02,65.72,616.69
1698,3C,56.2,28.59,65.96,616.69
1699,3C,56.2,27.68,65.38,616.69
1700,3C,56.2,27.56,66.23,616.69
1701,3C,56.2,27.86,66.4,616.69
1702,3C,56.2,28.17,65.7,616.69
1703,3C,56.2,28.38,64.63,616.69
1704,3C,56.2,28.65,64.18,616.69
1705,3C,56.2,27.75,66.12,616.69
1706,3D,51.03,28.11,66.73,622.86
1707,3D,51.03,27.58,67.24,622.86
1708,3D,51.03,27.67,68.07,622.86
1709,3D,51.03,27.57,67.5,622.86
1710,3D,51.03,28.01,66.1,622.86
1711,3D,51.03,27.78,66.94,622.86
1712,3D,51.03,27.94,67.27,622.86
1713,3D,51.03,27.92,67.19,622.86
1714,3D,51.03,27.57,66.72,622.86
1715,3D,51.03,27.62,66.3,622.86
1716,3D,51.03,28.09,67.96,622.86
1717,3D,51.03,27.66,67.31,622.86
1718,3D,51.03,27.67,67.39,622.86
1719,3D,51.03,27.88,67.49,622.86
1720,3D,51.03,28.02,66.47,622.86
1721,3D,51.03,27.55,68.4,622.86
1722,3D,51.03,27.79,66.65,622.86
1723,3D,51.03,28.05,67.04,622.86
1724,3D,51.03,27.84,66.19,622.86
1725,3D,51.03,27.67,67.7,622.86
1726,3D,51.03,28.09,67.94,622.86
1727,3D,51.03,27.55,67.64,622.86
1728,3D,51.03,28.17,65.7,622.86
1729,3D,51.03,27.86,66.4,622.86
1730,3D,51.03,27.55,68.56,622.86
1731,3D,51.03,27.46,68.35,622.86
1732,3D,51.03,27.56,68.35,622.86
1733,3D,51.03,27.73,67.23,622.86
1734,3D,51.03,27.66,67.9,622.86
1735,3D,51.03,28.11,67.75,622.86
1736,3D,51.03,27.5,66.08,622.86
1737,3E,49.95,26.69,74.61,690.6
1738,3E,49.95,26.6,74.67,690.6
1739,3E,49.95,26.65,74.59,690.6
1740,3E,49.95,26.77,74.82,690.6
1741,3E,49.95,26.57,75.0,690.6
1742,3E,49.95,26.72,74.59,690.6
1743,3E,49.95,26.62,74.65,690.6
1744,3E,49.95,26.83,74.78,690.6
1745,3E,49.95,26.6,74.74,690.6
1746,3E,49.95,26.89,74.74,690.6
1747,3E,49.95,26.31,74.56,690.6
1748,3E,49.95,26.42,74.76,690.6
1749,3E,49.95,26.16,74.95,690.6
1750,3E,49.95,26.46,74.66,690.6
1751,3E,49.95,26.15,74.63,690.6
1752,3E,49.95,26.26,74.56,690.6
1753,3E,49.95,26.62,74.92,690.6
1754,3E,49.95,26.54,74.73,690.6
1755,3E,49.95,26.35,74.63,690.6
1756,3E,49.95,26.98,75.03,690.6
1757,3E,49.95,26.25,74.58,690.6
1758,3E,49.95,26.78,74.56,690.6
1759,3E,49.95,26.3,74.9,690.6
1760,3E,49.95,26.15,75.04,690.6
1761,3E,49.95,26.44,74.89,690.6
1762,3E,49.95,26.32,74.96,690.6
1763,3E,49.95,26.84,74.89,690.6
1764,3E,49.95,26.72,74.87,690.6
1765,3E,49.95,26.78,74.67,690.6
1766,3E,49.95,26.39,74.98,690.6
1767,3E,49.95,26.35,74.75,690.6
1768,3F,49.56,27.52,68.53,721.08
1769,3F,49.56,27.2,69.1,721.08
1770,3F,49.56,27.56,68.35,721.08
1771,3F,49.56,27.46,68.35,721.08
1772,3F,49.56,27.55,68.56,721.08
1773,3F,49.56,27.53,68.72,721.08
1774,3F,49.56,27.48,68.65,721.08
1775,3F,49.56,27.43,69.06,721.08
1776,3F,49.56,27.5,68.73,721.08
1777,3F,49.56,27.44,69.1,721.08
1778,3F,49.56,27.26,69.09,721.08
1779,3F,49.56,27.34,68.47,721.08
1780,3F,49.56,27.48,68.95,721.08
1781,3F,49.56,27.53,68.69,721.08
1782,3F,49.56,27.46,69.09,721.08
1783,3F,49.56,27.47,68.4,721.08
1784,3F,49.56,27.31,68.99,721.08
1785,3F,49.56,27.24,68.72,721.08
1786,3F,49.56,27.42,68.64,721.08
1787,3F,49.56,27.32,68.51,721.08
1788,3F,49.56,27.53,68.66,721.08
1789,3F,49.56,27.31,68.62,721.08
1790,3F,49.56,27.21,69.03,721.08
1791,3F,49.56,27.4,69.02,721.08
1792,3F,49.56,27.28,68.79,721.08
1793,3F,49.56,27.3,68.84,721.08
1794,3F,49.56,27.32,68.95,721.08
1795,3F,49.56,27.46,68.7,721.08
1796,3F,49.56,27.5,68.93,721.08
1797,3F,49.56,27.29,69.01,721.08
1798,3F,49.56,27.23,68.39,721.08
1799,4001,54.0,20.571452999999998,72.166473,612.0
1800,4001,50.0,21.064807000000002,71.212799,670.0
1801,4001,60.0,19.938672,74.775726,600.0
1802,4001,59.0,20.110273,73.18118299999999,600.0
1803,4001,60.0,19.960122,74.165375,600.0
1804,4001,49.0,21.086257,71.350128,688.0
1805,4001,49.0,21.011182,71.189911,660.0
1806,4001,56.0,20.485651999999998,70.365936,600.0
1807,4001,55.0,20.893206,71.250946,634.0
1808,4001,56.0,20.86103,76.835663,635.0
1809,4001,56.0,20.389126,72.044403,605.0
1810,4001,60.0,20.507102,71.441681,600.0
1811,4001,59.0,19.938672,75.248749,602.0
1812,4001,52.0,20.79668,75.317413,625.0
1813,4001,51.0,20.979006,71.212799,659.0
1814,4001,52.0,20.936106,71.182281,642.0
1815,4001,55.0,20.785954999999998,71.44931,611.0
1816,4001,57.0,20.550002,70.724518,600.0
1817,4001,62.0,19.960122,74.913055,600.0
1818,4001,57.0,20.378401,71.43405200000001,600.0
1819,4001,50.0,20.946831,72.181732,630.0
1820,4001,58.0,20.507102,72.39535500000001,600.0
1821,4001,58.0,20.378401,71.533234,600.0
1822,4001,56.0,20.442751,70.838959,600.0
1823,4001,58.0,20.324775,71.723969,600.0
1824,4001,56.0,20.517827,70.350677,600.0
1825,4001,54.0,20.850305,76.1185,632.0
1826,4001,57.0,20.914656,76.896698,647.0
1827,4001,53.0,21.043357,71.182281,663.0
1828,4001,52.0,20.850305,74.08908100000001,615.0
1829,4001,54.0,20.893206,72.807343,612.0
1830,4002,55.0,20.635803,70.716888,600.0
1831,4002,49.0,20.914656,71.19754,661.0
1832,4002,60.0,20.550002,72.258026,600.0
1833,4002,55.0,20.646528,70.20571899999999,600.0
1834,4002,56.0,20.592903,70.44986,600.0
1835,4002,47.0,20.946831,71.28909300000001,666.0
1836,4002,55.0,20.914656,72.547943,600.0
1837,4002,56.0,20.936106,71.54849200000001,603.0
1838,4002,47.0,20.871755,71.105988,663.0
1839,4002,62.0,20.507102,71.685822,600.0
1840,4002,61.0,20.603628,72.00625600000001,600.0
1841,4002,55.0,20.646528,69.549591,600.0
1842,4002,55.0,20.646528,69.625885,600.0
1843,4002,55.0,20.925380999999998,73.913605,623.0
1844,4002,62.0,20.571452999999998,71.609528,600.0
1845,4002,57.0,20.614353,69.770844,600.0
1846,4002,56.0,20.689429,70.96102900000001,600.0
1847,4002,50.0,20.764504000000002,70.96865799999999,617.0
1848,4002,54.0,21.000457,75.347931,617.0
1849,4002,48.0,20.79668,71.01443499999999,649.0
1850,4002,57.0,20.635803,70.358307,607.0
1851,4002,55.0,21.000457,74.340851,639.0
1852,4002,60.0,20.496377,71.266205,600.0
1853,4002,57.0,20.625078,69.900543,600.0
1854,4002,46.0,20.914656,71.273834,665.0
1855,4002,54.0,20.914656,73.333771,604.0
1856,4002,46.0,20.968281,71.388275,673.0
1857,4002,62.0,20.571452999999998,72.387726,600.0
1858,4002,54.0,20.925380999999998,71.60189799999999,600.0
1859,4002,48.0,20.839579999999998,71.060211,642.0
1860,4002,60.0,20.560728,70.709259,600.0
1861,4003,67.0,21.300759,63.80465699999999,600.0
1862,4003,69.0,21.054082,66.27658100000001,612.0
1863,4003,74.0,21.064807000000002,65.971405,600.0
1864,4003,67.0,21.139882999999998,65.162689,600.0
1865,4003,63.0,21.525986,69.14523299999999,630.0
1866,4003,65.0,21.450910999999998,66.024811,622.0
1867,4003,67.0,21.397285,66.459686,623.0
1868,4003,73.0,21.086257,66.337616,600.0
1869,4003,64.0,21.515261,67.962677,620.0
1870,4003,65.0,21.300759,63.354523,600.0
1871,4003,65.0,21.311484,65.048248,600.0
1872,4003,65.0,21.182782999999997,64.750702,600.0
1873,4003,66.0,21.322209,65.23898299999999,600.0
1874,4003,58.0,21.354385,66.246063,683.0
1875,4003,66.0,21.322209,64.422638,600.0
1876,4003,63.0,21.536710999999997,69.702179,636.0
1877,4003,74.0,21.032632,67.031891,600.0
1878,4003,59.0,21.300759,65.811188,653.0
1879,4003,75.0,21.043357,66.825897,600.0
1880,4003,55.0,21.332935,66.01718100000001,666.0
1881,4003,66.0,21.247134,64.598114,600.0
1882,4003,59.0,21.322209,65.90274000000001,653.0
1883,4003,59.0,21.290034,65.696747,640.0
1884,4003,64.0,21.483086,67.070038,623.0
1885,4003,67.0,21.257859,63.80465699999999,600.0
1886,4003,57.0,21.34366,66.108734,666.0
1887,4003,60.0,21.290034,65.551788,605.0
1888,4003,63.0,21.547437,70.16757199999999,646.0
1889,4003,67.0,21.225684,64.376862,600.0
1890,4003,63.0,21.290034,65.513641,606.0
1891,4003,66.0,21.268584,63.392669999999995,600.0
1892,4004,46.0,21.504535999999998,69.419891,633.0
1893,4004,45.0,21.493810999999997,67.070038,612.0
1894,4004,40.0,21.579612,64.994843,630.0
1895,4004,45.0,21.504535999999998,65.7883,602.0
1896,4004,51.0,21.300759,64.071686,600.0
1897,4004,56.0,21.193507999999998,65.734894,600.0
1898,4004,47.0,21.525986,66.246063,600.0
1899,4004,46.0,21.204233,64.682037,600.0
1900,4004,46.0,21.450910999999998,64.857513,603.0
1901,4004,40.0,21.590336999999998,65.094025,642.0
1902,4004,51.0,21.043357,67.329437,600.0
1903,4004,47.0,21.354385,65.10165400000001,600.0
1904,4004,56.0,21.032632,66.932709,600.0
1905,4004,50.0,21.354385,64.933807,600.0
1906,4004,54.0,21.086257,66.825897,608.0
1907,4004,45.0,21.461636,68.916351,628.0
1908,4004,49.0,21.36511,63.659698,600.0
1909,4004,41.0,21.34366,63.880951,600.0
1910,4004,46.0,21.322209,64.109833,600.0
1911,4004,44.0,21.375835000000002,63.484221999999995,600.0
1912,4004,48.0,21.204233,65.383942,600.0
1913,4004,40.0,21.515261,64.826996,617.0
1914,4004,50.0,21.418735,64.285309,600.0
1915,4004,43.0,21.579612,64.918549,638.0
1916,4004,41.0,21.536710999999997,64.826996,623.0
1917,4004,42.0,21.568887,64.872772,630.0
1918,4004,50.0,21.193507999999998,65.53653,600.0
1919,4004,59.0,21.032632,66.42916899999999,600.0
1920,4004,47.0,21.418735,64.689667,601.0
1921,4004,42.0,21.515261,69.831879,634.0
1922,4004,48.0,21.472361,67.932159,612.0
1923,4006,63.0,20.442751,73.410065,619.0
1924,4006,56.0,20.79668,72.547943,611.0
1925,4006,58.0,21.397285,72.311432,670.0
1926,4006,71.0,19.649094,77.774078,600.0
1927,4006,53.0,20.882479999999997,72.647125,618.0
1928,4006,59.0,20.174623999999998,74.836761,622.0
1929,4006,55.0,21.000457,72.72341899999999,641.0
1930,4006,49.0,21.590336999999998,72.92178299999999,669.0
1931,4006,53.0,21.633237,73.21933,672.0
1932,4006,59.0,20.281875,74.340851,618.0
1933,4006,59.0,19.927947,75.706512,616.0
1934,4006,61.0,20.356951000000002,74.043304,631.0
1935,4006,57.0,20.743054,72.46401999999999,615.0
1936,4006,55.0,21.075532,72.72341899999999,656.0
1937,4006,58.0,20.592903,72.540314,608.0
1938,4006,73.0,19.659819,76.980621,600.0
1939,4006,58.0,20.528551999999998,73.013336,616.0
1940,4006,58.0,20.056648000000003,75.286896,633.0
1941,4006,48.0,21.536710999999997,72.616608,668.0
1942,4006,55.0,21.354385,72.364838,683.0
1943,4006,72.0,19.638369,77.064545,600.0
1944,4006,51.0,21.172058,72.685272,671.0
1945,4006,48.0,21.290034,72.65475500000001,685.0
1946,4006,52.0,21.461636,72.20461999999999,675.0
1947,4006,66.0,19.76707,76.37026999999999,605.0
1948,4006,48.0,21.504535999999998,72.349579,656.0
1949,4006,55.0,20.936106,72.72341899999999,623.0
1950,4006,57.0,20.667979000000003,72.448761,613.0
1951,4006,53.0,21.225684,72.647125,678.0
1952,4006,71.0,19.659819,77.491791,600.0
1953,4006,51.0,21.129158,72.70053100000001,657.0
1954,4007,47.0,21.547437,70.465118,699.0
1955,4007,44.0,21.38656,70.396454,684.0
1956,4007,60.0,20.2926,74.737579,604.0
1957,4007,44.0,21.418735,70.404083,695.0
1958,4007,45.0,21.515261,70.44223000000001,691.0
1959,4007,48.0,21.686863,70.999176,680.0
1960,4007,46.0,21.322209,70.358307,667.0
1961,4007,50.0,20.903931,71.739227,671.0
1962,4007,45.0,21.483086,70.44986,688.0
1963,4007,46.0,21.729763000000002,71.380646,693.0
1964,4007,62.0,20.507102,73.265106,624.0
1965,4007,45.0,21.601062,70.426971,700.0
1966,4007,61.0,20.356951000000002,73.883087,600.0
1967,4007,49.0,21.214958,70.05313100000001,670.0
1968,4007,47.0,21.643962,70.480377,699.0
1969,4007,46.0,21.139882999999998,70.648224,684.0
1970,4007,46.0,21.729763000000002,71.556122,680.0
1971,4007,47.0,21.300759,70.18283100000001,659.0
1972,4007,62.0,20.260425,74.569733,604.0
1973,4007,45.0,21.450910999999998,70.426971,687.0
1974,4007,50.0,21.247134,69.931061,667.0
1975,4007,53.0,20.775229,72.303802,665.0
1976,4007,43.0,21.354385,70.350677,670.0
1977,4007,50.0,21.054082,71.121246,687.0
1978,4007,48.0,21.172058,70.358307,685.0
1979,4007,47.0,20.989731,71.380646,689.0
1980,4007,47.0,21.257859,70.083649,667.0
1981,4007,47.0,21.096982,70.930511,686.0
1982,4007,48.0,21.590336999999998,70.350677,698.0
1983,4007,58.0,20.27115,73.997528,600.0
1984,4007,46.0,21.665413,70.556671,695.0
1985,4008,47.0,21.311484,70.236237,625.0
1986,4008,38.0,21.633237,72.00625600000001,653.0
1987,4008,39.0,21.40801,69.030792,608.0
1988,4008,47.0,21.536710999999997,70.152313,645.0
1989,4008,41.0,21.579612,70.312531,633.0
1990,4008,39.0,21.440185999999997,69.94632,636.0
1991,4008,41.0,21.450910999999998,70.007355,631.0
1992,4008,57.0,21.204233,71.373016,606.0
1993,4008,43.0,21.34366,69.93869000000001,624.0
1994,4008,55.0,21.193507999999998,70.892365,602.0
1995,4008,42.0,21.622512,71.624786,645.0
1996,4008,39.0,21.42946,69.72506700000001,618.0
1997,4008,39.0,21.397285,69.252045,606.0
1998,4008,45.0,21.558162,70.243866,636.0
1999,4008,40.0,21.38656,69.267303,611.0
2000,4008,42.0,21.590336999999998,70.678741,644.0
2001,4008,39.0,21.397285,69.05368,606.0
2002,4008,40.0,21.493810999999997,70.114166,631.0
2003,4008,40.0,21.504535999999998,70.152313,645.0
2004,4008,39.0,21.40801,69.046051,611.0
2005,4008,51.0,21.236409,70.495636,608.0
2006,4008,38.0,21.40801,69.427521,615.0
2007,4008,43.0,21.375835000000002,69.511444,612.0
2008,4008,42.0,21.36511,69.572479,622.0
2009,4008,45.0,21.601062,71.17465200000001,638.0
2010,4008,43.0,21.515261,70.144684,639.0
2011,4008,55.0,21.204233,71.47219799999999,600.0
2012,4008,42.0,21.461636,70.091278,643.0
2013,4008,42.0,21.36511,69.717438,614.0
2014,4008,38.0,21.418735,69.839508,619.0
2015,4008,53.0,21.193507999999998,70.922882,606.0
2016,4009,43.0,21.858464,67.848236,646.0
2017,4009,52.0,21.611787,68.267853,627.0
2018,4009,46.0,21.97644,68.83242800000001,656.0
2019,4009,46.0,21.815564000000002,67.764313,634.0
2020,4009,57.0,21.214958,69.69455,606.0
2021,4009,61.0,21.096982,69.953949,600.0
2022,4009,58.0,21.064807000000002,70.709259,600.0
2023,4009,49.0,21.922815,68.161041,642.0
2024,4009,46.0,21.858464,67.886383,641.0
2025,4009,48.0,21.804839,67.726166,625.0
2026,4009,46.0,21.97644,69.198639,644.0
2027,4009,48.0,21.794114,67.649872,624.0
2028,4009,49.0,21.665413,68.000824,636.0
2029,4009,56.0,21.493810999999997,68.710358,624.0
2030,4009,47.0,21.965715,68.458588,648.0
2031,4009,48.0,21.772664000000002,67.260773,633.0
2032,4009,43.0,21.826289000000003,67.817719,640.0
2033,4009,48.0,21.794114,67.38284300000001,628.0
2034,4009,47.0,21.751213,67.573578,627.0
2035,4009,44.0,21.826289000000003,67.764313,640.0
2036,4009,48.0,21.761938,67.42099,647.0
2037,4009,47.0,21.794114,67.54306,627.0
2038,4009,49.0,21.91209,68.05423,646.0
2039,4009,49.0,21.719038,67.703278,640.0
2040,4009,47.0,21.987166000000002,69.641144,649.0
2041,4009,60.0,21.021907000000002,71.250946,600.0
2042,4009,49.0,21.719038,67.886383,636.0
2043,4009,45.0,21.901365,67.894012,650.0
2044,4009,48.0,21.772664000000002,67.329437,636.0
2045,4009,60.0,21.021907000000002,70.426971,600.0
2046,4009,44.0,21.869189000000002,67.932159,655.0
2047,4010,47.0,22.448345,67.131073,647.0
2048,4010,48.0,22.45907,65.78067,617.0
2049,4010,49.0,22.437620000000003,66.963226,654.0
2050,4010,47.0,22.45907,69.48092700000001,642.0
2051,4010,48.0,22.480520000000002,67.535431,604.0
2052,4010,47.0,22.437620000000003,66.627533,618.0
2053,4010,49.0,22.480520000000002,67.352325,636.0
2054,4010,52.0,22.491245000000003,67.18447900000001,621.0
2055,4010,48.0,22.469795,69.084198,603.0
2056,4010,49.0,22.480520000000002,66.230804,640.0
2057,4010,46.0,22.426895000000002,66.902191,651.0
2058,4010,50.0,22.480520000000002,66.123993,642.0
2059,4010,52.0,22.480520000000002,66.703827,628.0
2060,4010,51.0,22.491245000000003,66.253693,623.0
2061,4010,48.0,22.437620000000003,66.375763,600.0
2062,4010,52.0,22.491245000000003,66.947968,627.0
2063,4010,53.0,22.512695,67.12344399999999,613.0
2064,4010,50.0,22.469795,66.497833,642.0
2065,4010,53.0,22.50197,67.153961,600.0
2066,4010,52.0,22.512695,67.314178,642.0
2067,4010,49.0,22.480520000000002,67.199738,601.0
2068,4010,49.0,22.480520000000002,65.803558,600.0
2069,4010,46.0,22.45907,67.260773,662.0
2070,4010,47.0,22.448345,67.18447900000001,654.0
2071,4010,47.0,22.437620000000003,66.764862,654.0
2072,4010,48.0,22.469795,68.374664,627.0
2073,4010,46.0,22.469795,67.314178,667.0
2074,4010,49.0,22.448345,66.055328,600.0
2075,4010,49.0,22.480520000000002,65.841705,626.0
2076,4010,48.0,22.469795,67.90164200000001,606.0
2077,4010,51.0,22.469795,65.90274000000001,604.0
2078,4011,44.0,22.190942,68.206818,707.0
2079,4011,45.0,21.997891,67.26840200000001,675.0
2080,4011,42.0,22.030066,67.90927099999999,659.0
2081,4011,46.0,21.93354,67.84060699999999,679.0
2082,4011,58.0,21.97644,67.947418,600.0
2083,4011,49.0,21.879915,68.12289399999999,669.0
2084,4011,54.0,21.93354,67.848236,600.0
2085,4011,45.0,21.901365,67.92453,676.0
2086,4011,45.0,21.987166000000002,67.29129,679.0
2087,4011,48.0,21.869189000000002,68.145782,645.0
2088,4011,44.0,22.030066,67.955048,677.0
2089,4011,42.0,22.105142,68.183929,674.0
2090,4011,54.0,21.922815,68.405182,600.0
2091,4011,48.0,21.965715,67.428619,675.0
2092,4011,44.0,22.094417,68.191559,680.0
2093,4011,45.0,21.95499,67.634613,681.0
2094,4011,41.0,22.223118,69.13760400000001,705.0
2095,4011,44.0,22.062241,68.092377,669.0
2096,4011,54.0,21.944264999999998,68.611176,600.0
2097,4011,44.0,22.201667,68.80954,682.0
2098,4011,43.0,22.180217000000003,68.450958,689.0
2099,4011,44.0,22.008616,67.810089,652.0
2100,4011,44.0,22.008616,67.367584,672.0
2101,4011,43.0,22.223118,69.53433199999999,697.0
2102,4011,46.0,21.890639999999998,68.05423,670.0
2103,4011,44.0,22.051516,68.03897099999999,667.0
2104,4011,46.0,22.008616,67.52780200000001,659.0
2105,4011,44.0,22.083691,68.153412,672.0
2106,4011,43.0,22.008616,67.688019,649.0
2107,4011,43.0,22.137317000000003,68.199188,705.0
2108,4011,53.0,21.879915,67.894012,600.0
2109,4012,57.0,20.22825,74.714691,636.0
2110,4012,49.0,21.193507999999998,72.65475500000001,686.0
2111,4012,61.0,19.756345,76.400787,600.0
2112,4012,50.0,21.000457,72.502167,679.0
2113,4012,51.0,20.946831,72.441132,670.0
2114,4012,48.0,21.172058,72.410614,681.0
2115,4012,53.0,20.979006,72.486908,674.0
2116,4012,66.0,19.72417,76.927216,600.0
2117,4012,51.0,21.075532,72.479279,714.0
2118,4012,48.0,21.268584,73.76101700000001,661.0
2119,4012,49.0,20.893206,72.448761,649.0
2120,4012,53.0,20.603628,73.31088299999999,680.0
2121,4012,50.0,21.043357,72.509796,692.0
2122,4012,51.0,20.721604,72.547943,671.0
2123,4012,52.0,20.785954999999998,72.326691,657.0
2124,4012,57.0,20.389126,74.279816,665.0
2125,4012,47.0,21.225684,72.975189,679.0
2126,4012,49.0,20.914656,72.441132,663.0
2127,4012,47.0,21.247134,73.37191800000001,685.0
2128,4012,47.0,21.118433,72.494537,724.0
2129,4012,66.0,19.756345,77.140839,600.0
2130,4012,53.0,20.753779,72.45639,658.0
2131,4012,51.0,20.86103,72.448761,638.0
2132,4012,57.0,20.485651999999998,73.822052,678.0
2133,4012,63.0,19.927947,75.759918,600.0
2134,4012,54.0,20.667979000000003,72.70053100000001,670.0
2135,4012,65.0,19.788521,76.400787,600.0
2136,4012,48.0,20.828854999999997,72.349579,636.0
2137,4012,52.0,20.646528,73.120148,673.0
2138,4012,50.0,20.539277,73.577911,680.0
2139,4012,48.0,21.139882999999998,72.441132,705.0
2140,4013,52.0,22.158767,69.786102,631.0
2141,4013,49.0,22.094417,69.397003,638.0
2142,4013,51.0,21.676138,70.098907,620.0
2143,4013,50.0,22.137317000000003,69.53433199999999,637.0
2144,4013,54.0,21.91209,69.679291,642.0
2145,4013,53.0,21.869189000000002,69.717438,622.0
2146,4013,51.0,22.030066,69.46566800000001,645.0
2147,4013,52.0,21.965715,69.56485,637.0
2148,4013,63.0,21.322209,71.395905,614.0
2149,4013,51.0,22.169492,70.083649,633.0
2150,4013,52.0,21.601062,70.465118,625.0
2151,4013,54.0,21.472361,70.892365,617.0
2152,4013,54.0,21.643962,70.274384,626.0
2153,4013,68.0,21.279309,72.013885,607.0
2154,4013,51.0,22.062241,69.44278,642.0
2155,4013,53.0,22.180217000000003,70.327789,631.0
2156,4013,52.0,21.740488,69.66403199999999,617.0
2157,4013,51.0,21.837014,69.35122700000001,612.0
2158,4013,51.0,22.008616,69.496185,649.0
2159,4013,51.0,21.783389,69.397003,618.0
2160,4013,53.0,21.697588,69.908173,625.0
2161,4013,65.0,21.214958,71.990997,601.0
2162,4013,67.0,21.225684,72.387726,603.0
2163,4013,55.0,21.890639999999998,69.717438,639.0
2164,4013,52.0,21.944264999999998,69.641144,642.0
2165,4013,65.0,21.225684,71.823151,600.0
2166,4013,50.0,22.105142,69.366486,637.0
2167,4013,52.0,21.987166000000002,69.56485,650.0
2168,4013,52.0,21.761938,69.412262,611.0
2169,4013,54.0,21.558162,70.594818,627.0
2170,4013,49.0,21.815564000000002,69.389374,624.0
2171,4014,53.0,22.126592000000002,65.589935,600.0
2172,4014,52.0,21.965715,64.75833100000001,600.0
