,roomid,dust,temperature,humidity,co2
5131,4109,48.0,22.587771,71.30435200000001,636.0
5132,4109,49.0,22.544871,71.60189799999999,626.0
5133,4109,49.0,22.566321,71.189911,633.0
5134,4109,47.0,22.587771,71.441681,625.0
5135,4109,46.0,22.598496,71.380646,633.0
5136,4109,49.0,22.534146,71.723969,643.0
5137,4109,48.0,22.544871,71.792633,630.0
5138,4109,50.0,22.587771,71.220428,630.0
5139,4109,47.0,22.587771,71.838409,655.0
5140,4109,48.0,22.609220999999998,71.785004,651.0
5141,4109,51.0,22.587771,70.87710600000001,629.0
5142,4109,48.0,22.555595999999998,71.47219799999999,621.0
5143,4109,50.0,22.577046,70.915253,642.0
5144,4109,47.0,22.630671,71.83078,636.0
5145,4109,49.0,22.587771,70.94577,638.0
5146,4110,38.0,22.727197,66.673309,731.0
5147,4110,35.0,22.791548000000002,69.046051,865.0
5148,4110,36.0,22.727197,66.833527,786.0
5149,4110,35.0,22.737922,68.153412,780.0
5150,4110,37.0,22.716472,67.06240799999999,760.0
5151,4110,36.0,22.727197,67.077667,775.0
5152,4110,35.0,22.780823,68.92398100000001,837.0
5153,4110,34.0,22.759373,68.534882,820.0
5154,4110,38.0,22.727197,66.871674,782.0
5155,4110,35.0,22.737922,67.29129,764.0
5156,4110,35.0,22.737922,67.314178,768.0
5157,4110,37.0,22.727197,66.909821,756.0
5158,4110,34.0,22.791548000000002,68.03134200000001,806.0
5159,4110,36.0,22.716472,66.833527,763.0
5160,4110,34.0,22.727197,66.734344,763.0
5161,4110,36.0,22.759373,68.450958,800.0
5162,4110,35.0,22.791548000000002,68.061859,806.0
5163,4110,33.0,22.748647000000002,67.932159,766.0
5164,4110,36.0,22.737922,66.894562,788.0
5165,4110,33.0,22.780823,68.145782,827.0
5166,4110,35.0,22.727197,67.283661,788.0
5167,4110,34.0,22.791548000000002,68.48910500000001,816.0
5168,4110,34.0,22.802273,68.283112,824.0
5169,4110,34.0,22.727197,67.367584,771.0
5170,4110,34.0,22.780823,68.763763,833.0
5171,4110,34.0,22.716472,67.077667,765.0
5172,4110,35.0,22.791548000000002,68.12289399999999,737.0
5173,4110,37.0,22.727197,67.10818499999999,775.0
5174,4110,36.0,22.802273,68.03134200000001,786.0
5175,4110,34.0,22.727197,67.428619,782.0
5176,4110,35.0,22.780823,69.030792,834.0
5177,4111,42.0,20.099548000000002,75.11142,761.0
5178,4111,35.0,20.86103,74.462921,880.0
5179,4111,44.0,20.110273,75.141937,768.0
5180,4111,42.0,20.196074,76.06509399999999,761.0
5181,4111,44.0,20.078098,75.332672,754.0
5182,4111,36.0,20.721604,74.569733,859.0
5183,4111,43.0,20.078098,74.821503,758.0
5184,4111,38.0,21.139882999999998,73.997528,873.0
5185,4111,37.0,20.79668,74.432404,866.0
5186,4111,41.0,20.088823,75.424225,730.0
5187,4111,34.0,21.290034,73.669464,867.0
5188,4111,43.0,20.110273,75.23349,760.0
5189,4111,36.0,21.332935,73.738129,879.0
5190,4111,37.0,21.096982,74.310333,884.0
5191,4111,37.0,20.539277,74.85965,827.0
5192,4111,42.0,20.099548000000002,76.011688,746.0
5193,4111,43.0,20.067373,75.202972,762.0
5194,4111,35.0,20.989731,74.447662,894.0
5195,4111,42.0,20.078098,74.905426,748.0
5196,4111,40.0,20.078098,75.332672,737.0
5197,4111,42.0,20.067373,75.11142,737.0
5198,4111,34.0,21.247134,73.745758,864.0
5199,4111,43.0,20.088823,74.974091,757.0
5200,4111,34.0,21.043357,74.28744499999999,892.0
5201,4111,35.0,21.182782999999997,73.822052,884.0
5202,4111,40.0,20.099548000000002,75.60733,734.0
5203,4111,41.0,20.067373,74.760468,755.0
5204,4111,36.0,20.635803,74.79098499999999,846.0
5205,4111,39.0,20.410576000000002,75.279266,791.0
5206,4111,36.0,20.925380999999998,74.508698,883.0
5207,4111,42.0,20.067373,75.088531,757.0
5208,4112,37.0,22.662847,67.871124,704.0
5209,4112,34.0,22.802273,68.740875,761.0
5210,4112,39.0,22.619946,68.412811,673.0
5211,4112,40.0,22.587771,68.153412,672.0
5212,4112,37.0,22.770098,68.496735,738.0
5213,4112,36.0,22.823723,68.649323,746.0
5214,4112,37.0,22.662847,67.787201,682.0
5215,4112,38.0,22.727197,67.939789,700.0
5216,4112,36.0,22.877349,68.153412,702.0
5217,4112,39.0,22.598496,68.107635,686.0
5218,4112,37.0,22.737922,68.222076,724.0
5219,4112,36.0,22.759373,68.412811,741.0
5220,4112,35.0,22.791548000000002,68.695099,754.0
5221,4112,38.0,22.705747,67.77194200000001,672.0
5222,4112,40.0,22.619946,68.466217,682.0
5223,4112,36.0,22.619946,68.077118,704.0
5224,4112,36.0,22.748647000000002,68.328888,734.0
5225,4112,36.0,22.716472,67.932159,692.0
5226,4112,36.0,22.673572,67.79483,682.0
5227,4112,37.0,22.716472,67.779572,679.0
5228,4112,36.0,22.641396,68.023712,711.0
5229,4112,38.0,22.695022,67.733795,686.0
5230,4112,38.0,22.855898,68.397552,719.0
5231,4112,37.0,22.877349,68.260223,713.0
5232,4112,37.0,22.630671,67.90927099999999,695.0
5233,4112,38.0,22.684297,67.82534799999999,686.0
5234,4112,37.0,22.716472,67.863495,688.0
5235,4112,37.0,22.920249,68.138153,709.0
5236,4112,39.0,22.598496,68.328888,695.0
5237,4112,36.0,22.909523999999998,68.12289399999999,704.0
5238,4112,37.0,22.641396,67.916901,699.0
5239,4113,54.0,22.244568,74.10434000000001,751.0
5240,4113,54.0,22.276743,74.09671,752.0
5241,4113,51.0,22.276743,74.92068499999999,743.0
5242,4113,52.0,22.287468,74.028046,743.0
5243,4113,49.0,22.201667,75.401337,787.0
5244,4113,55.0,22.276743,74.09671,742.0
5245,4113,55.0,22.276743,74.218781,760.0
5246,4113,48.0,22.212393,74.913055,775.0
5247,4113,50.0,22.276743,74.882538,754.0
5248,4113,54.0,22.308918,74.85202,750.0
5249,4113,51.0,22.287468,74.08908100000001,743.0
5250,4113,49.0,22.244568,75.279266,770.0
5251,4113,53.0,22.298192999999998,73.989899,741.0
5252,4113,55.0,22.308918,74.127228,739.0
5253,4113,52.0,22.223118,74.508698,771.0
5254,4113,48.0,22.201667,75.439484,806.0
5255,4113,49.0,22.212393,75.256378,790.0
5256,4113,53.0,22.287468,74.165375,748.0
5257,4113,51.0,22.276743,74.310333,747.0
5258,4113,50.0,22.244568,75.08090200000001,765.0
5259,4113,54.0,22.298192999999998,74.142487,741.0
5260,4113,49.0,22.201667,75.37844799999999,784.0
5261,4113,57.0,22.298192999999998,74.180634,745.0
5262,4113,56.0,22.287468,74.035675,744.0
5263,4113,52.0,22.287468,74.08908100000001,745.0
5264,4113,53.0,22.287468,74.15774499999999,753.0
5265,4113,53.0,22.266018,74.340851,753.0
5266,4113,52.0,22.308918,74.86727900000001,739.0
5267,4113,52.0,22.287468,74.195892,744.0
5268,4113,49.0,22.223118,75.096161,792.0
5269,4113,51.0,22.287468,74.80624399999999,751.0
5270,4114,37.0,22.684297,70.38119499999999,1047.0
5271,4114,41.0,22.534146,69.824249,908.0
5272,4114,46.0,22.45907,69.168121,778.0
5273,4114,46.0,22.405444,70.06839000000001,862.0
5274,4114,49.0,22.351819,70.19046,664.0
5275,4114,49.0,22.416169,69.900543,604.0
5276,4114,40.0,22.598496,70.365936,962.0
5277,4114,40.0,22.630671,70.503265,957.0
5278,4114,47.0,22.373269,70.106537,724.0
5279,4114,47.0,22.491245000000003,69.18338,826.0
5280,4114,44.0,22.909523999999998,68.969757,684.0
5281,4114,45.0,22.555595999999998,68.93924,732.0
5282,4114,49.0,22.351819,70.152313,694.0
5283,4114,45.0,22.812998,69.389374,634.0
5284,4114,44.0,22.834448000000002,69.107086,720.0
5285,4114,39.0,22.566321,70.129425,937.0
5286,4114,45.0,22.566321,68.862946,844.0
5287,4114,45.0,22.50197,69.07656899999999,765.0
5288,4114,45.0,22.448345,69.511444,872.0
5289,4114,40.0,22.598496,70.304901,944.0
5290,4114,47.0,22.52342,69.091827,714.0
5291,4114,39.0,22.630671,70.488007,965.0
5292,4114,43.0,22.770098,69.610626,690.0
5293,4114,46.0,22.437620000000003,69.717438,826.0
5294,4114,43.0,22.577046,68.81716899999999,741.0
5295,4114,44.0,22.566321,68.969757,870.0
5296,4114,44.0,22.866623999999998,68.893463,787.0
5297,4114,44.0,22.834448000000002,69.046051,746.0
5298,4114,44.0,22.888074,68.916351,726.0
5299,4114,45.0,22.555595999999998,69.526703,873.0
5300,4114,48.0,22.351819,70.20571899999999,626.0
5301,4115,53.0,20.882479999999997,76.004059,610.0
5302,4115,43.0,21.558162,74.234039,693.0
5303,4115,46.0,21.332935,74.28744499999999,661.0
5304,4115,47.0,21.086257,75.225861,670.0
5305,4115,47.0,21.36511,74.211151,667.0
5306,4115,43.0,21.515261,74.20352199999999,678.0
5307,4115,43.0,21.633237,74.264557,681.0
5308,4115,53.0,20.81813,76.187164,612.0
5309,4115,48.0,21.322209,74.371368,658.0
5310,4115,47.0,21.38656,74.22641,663.0
5311,4115,41.0,21.515261,74.028046,653.0
5312,4115,44.0,21.708313,74.295074,679.0
5313,4115,46.0,21.161333,74.98172,674.0
5314,4115,49.0,20.936106,75.820953,646.0
5315,4115,44.0,21.654688,74.180634,672.0
5316,4115,47.0,21.440185999999997,74.119598,636.0
5317,4115,55.0,20.86103,76.072723,602.0
5318,4115,40.0,21.590336999999998,74.35611,734.0
5319,4115,44.0,21.257859,74.554474,661.0
5320,4115,48.0,21.279309,74.462921,660.0
5321,4115,41.0,21.504535999999998,74.09671,661.0
5322,4115,44.0,21.204233,74.813873,668.0
5323,4115,44.0,21.697588,74.218781,683.0
5324,4115,44.0,21.579612,74.501068,722.0
5325,4115,46.0,21.590336999999998,74.554474,693.0
5326,4115,51.0,20.81813,76.1185,606.0
5327,4115,44.0,21.547437,74.180634,682.0
5328,4115,46.0,21.236409,74.67654399999999,667.0
5329,4115,45.0,21.472361,74.058563,644.0
5330,4115,44.0,21.611787,74.409515,687.0
5331,4115,40.0,21.579612,74.22641,688.0
5332,4116,55.0,21.944264999999998,73.417694,927.0
5333,4116,57.0,21.97644,72.235138,925.0
5334,4116,53.0,22.008616,73.318512,896.0
5335,4116,56.0,22.030066,73.410065,926.0
5336,4116,53.0,21.997891,72.45639,913.0
5337,4116,51.0,21.997891,72.410614,924.0
5338,4116,58.0,21.987166000000002,72.380096,894.0
5339,4116,53.0,22.040791,73.478729,880.0
5340,4116,52.0,21.944264999999998,73.013336,909.0
5341,4116,57.0,21.997891,72.25039699999999,927.0
5342,4116,55.0,21.997891,72.21225,872.0
5343,4116,52.0,22.040791,73.31088299999999,922.0
5344,4116,53.0,21.95499,73.394806,917.0
5345,4116,53.0,21.987166000000002,72.448761,894.0
5346,4116,52.0,21.93354,73.42532299999999,904.0
5347,4116,54.0,21.987166000000002,72.357208,872.0
5348,4116,55.0,21.997891,72.258026,904.0
5349,4116,54.0,21.987166000000002,72.639496,904.0
5350,4116,49.0,21.965715,73.364288,1003.0
5351,4116,54.0,21.997891,73.410065,923.0
5352,4116,52.0,21.987166000000002,73.509247,957.0
5353,4116,55.0,21.987166000000002,72.273285,913.0
5354,4116,57.0,21.97644,72.242767,906.0
5355,4116,54.0,21.95499,73.188812,916.0
5356,4116,52.0,21.997891,72.425873,887.0
5357,4116,55.0,21.987166000000002,72.326691,892.0
5358,4116,55.0,21.97644,72.28854399999999,956.0
5359,4116,51.0,21.965715,73.455841,941.0
5360,4116,53.0,21.987166000000002,73.005707,914.0
5361,4116,56.0,21.97644,72.883636,885.0
5362,4116,55.0,21.97644,72.227509,929.0
5363,4117,42.0,22.244568,70.732147,671.0
5364,4117,50.0,22.244568,70.022614,637.0
5365,4117,47.0,22.255292999999998,70.312531,642.0
5366,4117,50.0,22.244568,70.091278,650.0
5367,4117,39.0,22.223118,71.044952,697.0
5368,4117,39.0,22.233843,70.938141,684.0
5369,4117,49.0,22.244568,70.014984,634.0
5370,4117,46.0,22.266018,70.312531,644.0
5371,4117,45.0,22.255292999999998,70.289642,640.0
5372,4117,51.0,22.233843,70.022614,638.0
5373,4117,45.0,22.298192999999998,71.235687,647.0
5374,4117,47.0,22.266018,71.273834,655.0
5375,4117,42.0,22.223118,71.07547,693.0
5376,4117,52.0,22.244568,70.007355,635.0
5377,4117,44.0,22.308918,71.365387,653.0
5378,4117,49.0,22.255292999999998,70.152313,635.0
5379,4117,43.0,22.244568,70.671112,655.0
5380,4117,45.0,22.255292999999998,70.259125,638.0
5381,4117,47.0,22.266018,70.243866,645.0
5382,4117,51.0,22.244568,69.976837,646.0
5383,4117,46.0,22.266018,70.411713,633.0
5384,4117,47.0,22.244568,71.411163,671.0
5385,4117,47.0,22.276743,71.15939300000001,656.0
5386,4117,40.0,22.233843,70.892365,688.0
5387,4117,47.0,22.255292999999998,70.274384,636.0
5388,4117,44.0,22.223118,71.311981,680.0
5389,4117,48.0,22.266018,70.29727199999999,633.0
5390,4117,49.0,22.287468,71.083099,645.0
5391,4117,40.0,22.223118,71.235687,716.0
5392,4117,46.0,22.266018,70.129425,636.0
5393,4117,40.0,22.223118,71.212799,698.0
5394,4118,46.0,22.920249,67.016632,645.0
5395,4118,43.0,22.909523999999998,67.12344399999999,642.0
5396,4118,46.0,22.866623999999998,68.42806999999999,652.0
5397,4118,45.0,22.920249,67.138702,637.0
5398,4118,48.0,22.963148999999998,66.940338,629.0
5399,4118,47.0,22.866623999999998,68.283112,657.0
5400,4118,48.0,22.898799,67.245514,630.0
5401,4118,46.0,22.920249,67.176849,638.0
5402,4118,45.0,22.941699,67.077667,641.0
5403,4118,45.0,22.791548000000002,67.77194200000001,613.0
5404,4118,44.0,22.812998,68.412811,658.0
5405,4118,47.0,22.920249,67.146332,636.0
5406,4118,45.0,22.770098,67.962677,622.0
5407,4118,46.0,22.716472,68.321259,657.0
5408,4118,48.0,22.941699,66.925079,640.0
5409,4118,45.0,22.920249,67.05477900000001,633.0
5410,4118,44.0,22.695022,68.21444699999999,636.0
5411,4118,46.0,22.845173000000003,67.520172,630.0
5412,4118,44.0,22.716472,68.153412,624.0
5413,4118,44.0,22.866623999999998,68.527252,642.0
5414,4118,46.0,22.930974,66.955597,644.0
5415,4118,47.0,22.898799,67.176849,641.0
5416,4118,43.0,22.737922,68.092377,621.0
5417,4118,47.0,22.834448000000002,68.34414699999999,656.0
5418,4118,46.0,22.791548000000002,68.290741,671.0
5419,4118,47.0,22.888074,67.306549,635.0
5420,4118,43.0,22.705747,68.24496500000001,625.0
5421,4118,43.0,22.705747,68.306,633.0
5422,4118,46.0,22.866623999999998,68.313629,656.0
5423,4118,48.0,22.898799,67.23788499999999,632.0
5424,4118,44.0,22.920249,67.16922,631.0
5425,4A,48.81,27.92,72.71,715.17
5426,4A,48.81,27.82,72.78,715.17
5427,4A,48.81,27.75,72.77,715.17
5428,4A,48.81,28.51,72.35,715.17
5429,4A,48.81,28.19,72.12,715.17
5430,4A,48.81,28.11,71.04,715.17
5431,4A,48.81,27.94,72.15,715.17
5432,4A,48.81,28.24,70.85,715.17
5433,4A,48.81,28.31,70.74,715.17
5434,4A,48.81,28.23,72.1,715.17
5435,4A,48.81,27.83,70.87,715.17
5436,4A,48.81,27.93,71.77,715.17
5437,4A,48.81,28.02,73.01,715.17
5438,4A,48.81,28.44,72.28,715.17
5439,4A,48.81,28.18,71.49,715.17
5440,4A,48.81,28.24,72.24,715.17
5441,4A,48.81,28.13,72.37,715.17
5442,4A,48.81,28.55,72.43,715.17
5443,4A,48.81,28.16,73.21,715.17
5444,4A,48.81,27.86,71.62,715.17
5445,4A,48.81,28.23,71.93,715.17
5446,4A,48.81,27.93,71.55,715.17
5447,4A,48.81,28.47,72.47,715.17
5448,4A,48.81,28.56,70.69,715.17
5449,4A,48.81,28.35,71.29,715.17
5450,4A,48.81,28.14,72.31,715.17
5451,4A,48.81,28.12,71.39,715.17
5452,4A,48.81,28.14,72.13,715.17
5453,4A,48.81,28.46,73.3,715.17
5454,4A,48.81,27.87,72.75,715.17
5455,4A,48.81,27.73,73.35,715.17
5456,4B,54.44,27.31,73.39,621.5
5457,4B,54.44,27.7,73.57,621.5
5458,4B,54.44,27.32,73.03,621.5
5459,4B,54.44,27.5,73.29,621.5
5460,4B,54.44,27.51,72.96,621.5
5461,4B,54.44,27.14,73.25,621.5
5462,4B,54.44,27.95,73.0,621.5
5463,4B,54.44,27.67,72.72,621.5
5464,4B,54.44,27.9,72.7,621.5
5465,4B,54.44,27.21,73.06,621.5
5466,4B,54.44,27.44,72.76,621.5
5467,4B,54.44,27.19,73.31,621.5
5468,4B,54.44,27.45,73.2,621.5
5469,4B,54.44,27.17,73.46,621.5
5470,4B,54.44,27.93,73.07,621.5
5471,4B,54.44,27.72,73.11,621.5
5472,4B,54.44,27.81,72.85,621.5
5473,4B,54.44,27.8,72.8,621.5
5474,4B,54.44,27.82,73.27,621.5
5475,4B,54.44,27.2,72.57,621.5
5476,4B,54.44,27.86,73.26,621.5
5477,4B,54.44,27.12,73.57,621.5
5478,4B,54.44,27.39,73.39,621.5
5479,4B,54.44,27.88,72.73,621.5
5480,4B,54.44,27.98,73.52,621.5
5481,4B,54.44,27.98,73.34,621.5
5482,4B,54.44,27.53,73.37,621.5
5483,4B,54.44,27.61,72.83,621.5
5484,4B,54.44,27.22,73.49,621.5
5485,4B,54.44,27.41,72.81,621.5
5486,4B,54.44,27.67,73.03,621.5
5487,4C,47.41,28.34,72.33,699.39
5488,4C,47.41,28.12,72.67,699.39
5489,4C,47.41,28.4,72.32,699.39
5490,4C,47.41,27.98,73.1,699.39
5491,4C,47.41,28.1,72.64,699.39
5492,4C,47.41,28.13,72.45,699.39
5493,4C,47.41,27.79,72.95,699.39
5494,4C,47.41,28.28,72.47,699.39
5495,4C,47.41,27.86,73.05,699.39
5496,4C,47.41,28.25,72.87,699.39
5497,4C,47.41,28.05,72.43,699.39
5498,4C,47.41,27.84,72.54,699.39
5499,4C,47.41,28.01,72.48,699.39
5500,4C,47.41,28.02,72.95,699.39
5501,4C,47.41,27.99,72.63,699.39
5502,4C,47.41,27.79,72.96,699.39
5503,4C,47.41,28.21,72.91,699.39
5504,4C,47.41,27.8,72.58,699.39
5505,4C,47.41,28.34,73.09,699.39
5506,4C,47.41,27.8,73.05,699.39
5507,4C,47.41,27.96,72.76,699.39
5508,4C,47.41,28.3,72.32,699.39
5509,4C,47.41,28.07,72.67,699.39
5510,4C,47.41,27.93,72.59,699.39
5511,4C,47.41,28.36,73.1,699.39
5512,4C,47.41,27.84,72.53,699.39
5513,4C,47.41,28.01,73.0,699.39
5514,4C,47.41,27.78,72.98,699.39
5515,4C,47.41,27.94,72.57,699.39
5516,4C,47.41,28.21,72.49,699.39
5517,4C,47.41,27.87,73.06,699.39
5518,4D,47.94,26.72,75.45,659.9
5519,4D,47.94,27.33,76.31,659.9
5520,4D,47.94,27.69,75.77,659.9
5521,4D,47.94,26.47,75.73,659.9
5522,4D,47.94,26.6,76.02,659.9
5523,4D,47.94,26.54,75.97,659.9
5524,4D,47.94,27.72,74.13,659.9
5525,4D,47.94,27.19,76.33,659.9
5526,4D,47.94,27.62,76.06,659.9
5527,4D,47.94,27.47,74.78,659.9
5528,4D,47.94,27.72,75.21,659.9
5529,4D,47.94,27.37,76.13,659.9
5530,4D,47.94,26.89,76.24,659.9
5531,4D,47.94,27.0,75.89,659.9
5532,4D,47.94,26.53,76.3,659.9
5533,4D,47.94,26.24,75.68,659.9
5534,4D,47.94,27.2,75.89,659.9
5535,4D,47.94,26.51,74.2,659.9
5536,4D,47.94,27.33,74.55,659.9
5537,4D,47.94,26.52,74.5,659.9
5538,4D,47.94,27.36,76.26,659.9
5539,4D,47.94,27.29,74.3,659.9
5540,4D,47.94,27.3,74.62,659.9
5541,4D,47.94,27.59,75.28,659.9
5542,4D,47.94,26.21,76.37,659.9
5543,4D,47.94,26.55,76.34,659.9
5544,4D,47.94,27.05,75.42,659.9
5545,4D,47.94,27.03,76.27,659.9
5546,4D,47.94,27.69,75.59,659.9
5547,4D,47.94,26.54,75.06,659.9
5548,4D,47.94,26.92,75.87,659.9
5549,501,50.0,20.3355,74.569733,600.0
5550,501,52.0,21.011182,77.400238,611.0
5551,501,52.0,20.442751,72.998077,600.0
5552,501,55.0,21.129158,76.545746,604.0
5553,501,51.0,20.678704,78.681976,642.0
5554,501,49.0,21.118433,77.140839,641.0
5555,501,50.0,20.592903,80.238373,624.0
5556,501,54.0,20.979006,77.47653199999999,612.0
5557,501,53.0,20.946831,77.59097299999999,604.0
5558,501,55.0,20.485651999999998,78.033478,619.0
5559,501,51.0,20.689429,79.147369,629.0
5560,501,52.0,20.582178,78.414948,623.0
5561,501,50.0,20.217523999999997,77.484161,600.0
5562,501,51.0,20.635803,79.872162,630.0
5563,501,51.0,20.27115,76.179535,600.0
5564,501,50.0,20.635803,78.498871,635.0
5565,501,50.0,20.3355,77.545197,602.0
5566,501,50.0,20.721604,79.04055799999999,628.0
5567,501,53.0,20.893206,73.730499,600.0
5568,501,52.0,20.442751,77.659637,610.0
5569,501,49.0,20.785954999999998,78.346283,668.0
5570,501,54.0,20.957556,77.568085,619.0
5571,501,53.0,20.968281,77.67489599999999,629.0
5572,501,52.0,20.582178,71.32724,600.0
5573,501,50.0,20.667979000000003,79.536469,628.0
5574,501,50.0,21.172058,77.00350999999999,622.0
5575,501,52.0,20.785954999999998,78.849823,637.0
5576,501,50.0,20.850305,78.437836,669.0
5577,501,54.0,20.528551999999998,78.201324,622.0
5578,501,53.0,21.000457,74.72995,600.0
5579,501,52.0,20.753779,72.311432,600.0
5580,502,52.0,22.598496,67.06240799999999,669.0
5581,502,56.0,22.695022,64.186127,609.0
5582,502,53.0,22.748647000000002,63.034088,600.0
5583,502,52.0,22.737922,63.743621999999995,601.0
5584,502,52.0,22.587771,66.734344,621.0
5585,502,51.0,22.619946,67.474396,632.0
5586,502,54.0,22.888074,65.81881700000001,638.0
5587,502,55.0,22.598496,66.947968,657.0
5588,502,49.0,22.598496,65.994293,692.0
5589,502,59.0,22.920249,65.727264,640.0
5590,502,52.0,22.888074,65.795929,673.0
5591,502,54.0,22.770098,62.194855000000004,600.0
5592,502,55.0,22.823723,60.066254,600.0
5593,502,56.0,22.866623999999998,61.813385,600.0
5594,502,58.0,22.920249,65.765411,628.0
5595,502,52.0,22.652122,64.865143,635.0
5596,502,47.0,22.619946,65.44497700000001,667.0
5597,502,55.0,22.888074,62.904388,600.0
5598,502,56.0,22.909523999999998,65.727264,654.0
5599,502,52.0,22.619946,67.38284300000001,635.0
5600,502,55.0,22.791548000000002,61.149628,600.0
5601,502,51.0,22.673572,64.567596,629.0
5602,502,60.0,22.920249,65.681488,610.0
5603,502,53.0,22.598496,67.260773,635.0
5604,502,58.0,22.909523999999998,65.719635,616.0
5605,502,55.0,22.845173000000003,60.508759,600.0
5606,502,48.0,22.652122,65.177948,647.0
5607,502,59.0,22.909523999999998,65.719635,617.0
5608,502,55.0,22.598496,67.092926,667.0
5609,502,49.0,22.609220999999998,65.795929,670.0
5610,502,55.0,22.888074,64.52181999999999,605.0
5611,503,47.0,21.34366,72.044403,629.0
5612,503,49.0,21.032632,69.900543,600.0
5613,503,47.0,22.266018,68.10000600000001,622.0
5614,503,48.0,21.150608,73.158295,612.0
5615,503,45.0,21.086257,68.466217,600.0
5616,503,47.0,21.279309,71.693451,617.0
5617,503,48.0,21.172058,72.265656,618.0
5618,503,49.0,21.504535999999998,66.86404399999999,600.0
5619,503,47.0,21.922815,65.994293,600.0
5620,503,47.0,21.225684,72.33431999999999,627.0
5621,503,54.0,21.043357,73.402435,612.0
5622,503,48.0,20.807405,72.486908,600.0
5623,503,47.0,21.150608,70.457489,600.0
5624,503,50.0,22.255292999999998,68.161041,626.0
5625,503,48.0,21.440185999999997,71.785004,631.0
5626,503,48.0,22.105142,66.16976899999999,600.0
5627,503,46.0,22.319644,67.863495,634.0
5628,503,47.0,21.418735,71.74685699999999,622.0
5629,503,48.0,21.236409,72.799713,632.0
5630,503,44.0,22.276743,67.993195,626.0
5631,503,48.0,22.319644,67.504913,600.0
5632,503,47.0,21.300759,72.33431999999999,613.0
5633,503,42.0,22.362544,67.77194200000001,656.0
5634,503,45.0,22.255292999999998,68.077118,603.0
5635,503,46.0,21.225684,72.311432,620.0
5636,503,50.0,21.257859,71.57901,613.0
5637,503,45.0,21.257859,71.380646,600.0
5638,503,48.0,21.40801,71.861298,619.0
5639,503,50.0,22.223118,66.658051,600.0
5640,503,46.0,21.161333,71.533234,600.0
5641,503,48.0,22.362544,67.703278,631.0
5642,506,56.0,22.437620000000003,66.99374399999999,643.0
5643,506,58.0,22.512695,65.620453,600.0
5644,506,58.0,22.50197,64.933807,600.0
5645,506,58.0,22.555595999999998,67.23788499999999,609.0
5646,506,58.0,22.362544,68.336517,635.0
5647,506,58.0,22.469795,66.07821700000001,600.0
5648,506,57.0,22.437620000000003,67.153961,640.0
5649,506,60.0,22.394719,68.25259399999999,633.0
5650,506,60.0,22.437620000000003,67.64224200000001,600.0
5651,506,54.0,22.383994,68.24496500000001,630.0
5652,506,53.0,22.566321,67.337067,645.0
5653,506,56.0,22.534146,66.520721,600.0
5654,506,59.0,22.426895000000002,67.977936,620.0
5655,506,56.0,22.469795,66.375763,627.0
5656,506,58.0,22.448345,68.000824,612.0
5657,506,60.0,22.544871,67.276031,644.0
5658,506,58.0,22.544871,65.307648,600.0
5659,506,57.0,22.534146,66.99374399999999,606.0
5660,506,57.0,22.491245000000003,67.955048,618.0
5661,506,54.0,22.45907,66.99374399999999,606.0
5662,506,56.0,22.480520000000002,68.05423,621.0
5663,506,56.0,22.544871,64.75833100000001,600.0
5664,506,57.0,22.416169,68.03897099999999,619.0
5665,506,55.0,22.437620000000003,67.38284300000001,641.0
5666,506,59.0,22.512695,67.337067,600.0
5667,506,55.0,22.52342,64.47604399999999,600.0
5668,506,60.0,22.544871,67.29129,617.0
5669,506,54.0,22.416169,67.58120699999999,642.0
5670,506,55.0,22.52342,64.300568,600.0
5671,506,57.0,22.577046,67.283661,635.0
5672,506,57.0,22.566321,67.26840200000001,627.0
5673,507,72.0,22.126592000000002,73.249847,629.0
5674,507,65.0,22.137317000000003,74.119598,623.0
5675,507,63.0,22.083691,74.134857,623.0
5676,507,72.0,22.105142,73.280365,617.0
5677,507,65.0,22.072966,74.165375,629.0
5678,507,69.0,22.126592000000002,74.119598,621.0
5679,507,66.0,22.169492,72.868378,606.0
5680,507,67.0,22.169492,73.379547,611.0
5681,507,65.0,22.169492,73.585541,640.0
5682,507,66.0,22.126592000000002,74.07382199999999,612.0
5683,507,69.0,22.062241,74.08908100000001,626.0
5684,507,66.0,22.148042,73.486359,615.0
5685,507,68.0,22.126592000000002,73.21933,607.0
5686,507,69.0,22.148042,74.333221,635.0
5687,507,66.0,22.169492,74.234039,637.0
5688,507,68.0,22.094417,74.340851,615.0
5689,507,71.0,22.115867,74.371368,638.0
5690,507,66.0,22.169492,73.005707,627.0
5691,507,67.0,22.158767,72.85311899999999,616.0
5692,507,67.0,22.158767,73.04385400000001,614.0
5693,507,69.0,22.169492,73.226959,612.0
5694,507,68.0,22.105142,74.050934,634.0
5695,507,66.0,22.148042,74.058563,632.0
5696,507,69.0,22.105142,74.066193,626.0
5697,507,65.0,22.169492,72.91415400000001,618.0
5698,507,69.0,22.148042,72.898895,613.0
5699,507,66.0,22.169492,72.898895,614.0
5700,507,72.0,22.105142,73.173553,612.0
5701,507,70.0,22.169492,74.363739,648.0
5702,507,66.0,22.126592000000002,73.654205,604.0
5703,507,72.0,22.094417,73.158295,612.0
5704,508,52.0,21.837014,72.067291,635.0
5705,508,60.0,22.030066,72.990448,627.0
5706,508,48.0,21.922815,73.562653,685.0
5707,508,56.0,22.030066,72.807343,651.0
